"";"cena";"waluta";"Oferta.od";"Kategoria";"Marka.pojazdu";"Model.pojazdu";"Generacja";"Rok.produkcji";"Przebieg";"Pojemnoœæ.skokowa";"Rodzaj.paliwa";"Moc";"Skrzynia.biegów";"Napêd";"Typ";"Liczba.drzwi";"Liczba.miejsc";"Kolor";"Metalik";"Faktura.VAT";"Kraj.pochodzenia";"Pierwszy.w³aœciciel";"Serwisowany.w.ASO";"Stan";"VIN";"Wersja";"Emisja.CO2";"VAT.mar¿a";"Mo¿liwoœæ.finansowania";"Bezwypadkowy";"Okres.gwarancji.producenta";"lub.do..przebieg.km.";"Pierwsza.rejestracja";"Zarejestrowany.w.Polsce";"Per³owy";"Numer.rejestracyjny.pojazdu";"Leasing";"Gwarancja.dealerska..w.cenie.";"Tuning";"Filtr.cz¹stek.sta³ych";"Uszkodzony";"Miesiêczna.rata";"Akryl..niemetalizowany.";"Homologacja.ciê¿arowa";"Kierownica.po.prawej..Anglik.";"Op³ata.pocz¹tkowa";"Liczba.pozosta³ych.rat";"Wartoœæ.wykupu";"Var.26";"Var.27";"Var.28";"Var.29";"Var.30";"Var.31";"Var.32";"Var.33";"Var.25";"Var.34";"Var.35";"Matowy";"Zarejestrowany.jako.zabytek";"Warranty.if.agreed.with.the.buyer"
"4752";22700;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"II (2011-)";2015;"130 000 km";"998 cm3";"Benzyna";"69 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Bia³y";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.0 M";"105 g/km";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4753";12000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Rio";"II (2005-2011)";2007;"189 000 km";"1 493 cm3";"Diesel";"110 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Srebrny";"Tak";NA;"Polska";"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.5 CRDi";NA;NA;NA;"Tak";NA;NA;"25/05/2007";"Tak";NA;"SZA69099";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4754";25900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2012;"150 100 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Czarny";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDi 90";"114 g/km";NA;NA;NA;NA;NA;"14/11/2012";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4755";48500;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2014;"169 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Bia³y";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI M 2WD";"158 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4756";24900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2012;"111 000 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDi 90";"109 g/km";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4757";23500;"PLN";"Firmy";"Osobowe";"Kia";"Venga";NA;2010;"164 000 km";"1 396 cm3";"Benzyna";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Czarny";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 S";"140 g/km";"Tak";"Tak";NA;NA;NA;"18/03/2010";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4758";31900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2012;"107 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Be¿owy";NA;NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI ISG SW";"134 g/km";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4759";30500;"PLN";"Firmy";"Osobowe";"Kia";"Soul";"II (2014-)";2014;"78 349 km";"1 591 cm3";"Benzyna+LPG";"132 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czerwony";"Tak";NA;"W³ochy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI L Business Line EU6";"153 g/km";"Tak";NA;NA;NA;NA;"14/10/2014";NA;NA;"EX890FW";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4760";26500;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2012;"107 521 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDi 90";"114 g/km";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4761";81990;"PLN";"Firmy";"Osobowe";"Kia";"Stonic";NA;2020;"5 km";"998 cm3";"Benzyna";"100 KM";"Manualna";NA;"Minivan";5;5;"Czerwony";"Tak";"Tak";NA;NA;NA;"Nowe";NA;"1.0 T-GDI L";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4762";41900;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2016;"33 350 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI";"140 g/km";"Tak";"Tak";"Tak";NA;NA;"29/02/2016";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4763";13500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2007;"224 000 km";"1 600 cm3";"Benzyna";"126 KM";"Manualna";"Na przednie ko³a";"Kombi";NA;NA;"Niebieski";NA;NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"i-2006-2012";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4764";109600;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2021;"5 km";"1 598 cm3";"Diesel";"136 KM";"Manualna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Inny kolor";"Tak";"Tak";NA;NA;NA;"Nowe";NA;"1.6 CRDI MHEV M 4WD";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4765";18400;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2009;"149 042 km";"1 400 cm3";"Benzyna+LPG";"90 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Srebrny";"Tak";NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;"Tak";NA;NA;"30/07/2009";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4766";235590;"PLN";"Firmy";"Osobowe";"Kia";"Stinger";NA;2020;"11 km";"3 342 cm3";"Benzyna";"366 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"Coupe";5;5;"Czerwony";"Tak";"Tak";NA;NA;NA;"Nowe";NA;"3.3 T-GDI V6 GT Prestige Line AWD";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4767";64000;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2019;"37 600 km";"1 353 cm3";"Benzyna";"140 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czerwony";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 T-GDI M";NA;NA;"Tak";"Tak";NA;NA;"11/07/2019";"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4768";36900;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2017;"129 000 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Srebrny";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.4 CRDi M";"109 g/km";NA;"Tak";"Tak";NA;NA;NA;"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4769";35700;"PLN";"Firmy";"Osobowe";"Kia";"Carens";"IV (2013-)";2013;"174 000 km";"1 685 cm3";"Diesel";"136 KM";"Automatyczna";"Na przednie ko³a";"Minivan";5;5;"Szary";"Tak";NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.7 CRDi";"159 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4770";9500;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"I (2004-2010)";2009;"64 300 km";"1 086 cm3";"Benzyna";"65 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Bia³y";NA;NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.1";"118 g/km";"Tak";NA;NA;NA;NA;"16/03/2009";NA;NA;"COBB1989";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4771";32900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2013;"126 320 km";"1 591 cm3";"Benzyna";"135 KM";"Automatyczna";"Na przednie ko³a";"Kombi";5;5;"Niebieski";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 GDI SW DCT";"136 g/km";NA;NA;NA;NA;NA;"03/04/2013";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4772";15900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2009;"179 910 km";"1 396 cm3";"Benzyna";"109 KM";"Manualna";"Na przednie ko³a";"Kombi";5;NA;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4773";34500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2013;"107 296 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Srebrny";"Tak";NA;"Austria";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;"109 g/km";NA;NA;NA;NA;NA;"13/12/2013";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4774";18000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"II (2011-)";2012;"105 000 km";"998 cm3";"Benzyna";"69 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Srebrny";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.0";NA;NA;NA;"Tak";NA;NA;"24/08/2015";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4775";99990;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"IV (2016-)";2018;"39 100 km";"1 591 cm3";"Benzyna";"177 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Szary";"Tak";NA;"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 T-GDI Business Line 4WD DCT";"175 g/km";NA;NA;"Tak";"04/08/2025";"150 000 km";NA;"Tak";NA;"GDA18715";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4776";36500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Venga";NA;2014;"61 093 km";"1 396 cm3";"Benzyna+LPG";"90 KM";"Manualna";NA;"Auta ma³e";5;NA;"Inny kolor";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;"14/05/2014";NA;NA;"WWL69551";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4777";17900;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"II (2011-)";2011;"116 419 km";"998 cm3";"Benzyna";"69 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Czarny";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.0 XL";"99 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4778";51900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Rio";"IV (2017-)";2019;"17 000 km";"998 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czarny";"Tak";NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.0 T-GDI GT-Line";NA;NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4779";21800;"PLN";"Firmy";"Osobowe";"Kia";"Rio";"III (2011-)";2011;"120 000 km";"1 248 cm3";"Benzyna";"85 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czarny";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.2";"114 g/km";"Tak";"Tak";"Tak";NA;NA;"30/12/2011";NA;NA;NA;NA;"3 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4780";139990;"PLN";"Firmy";"Osobowe";"Kia";"Pro_cee'd";NA;2021;"10 km";"1 591 cm3";"Benzyna";"204 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Inny kolor";NA;"Tak";"Polska";NA;NA;"Nowe";"Wyœwietl VIN";"ProCeed 1.6 T-GDI GT DCT";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA
"4781";44390;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"III (2017-)";2020;"5 km";"998 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Inny kolor";"Tak";"Tak";NA;NA;NA;"Nowe";NA;"1.0 M";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4782";62990;"PLN";"Firmy";"Osobowe";"Kia";"Rio";"IV (2017-)";2020;"5 km";"1 197 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"¯ó³ty";"Tak";NA;NA;NA;NA;"Nowe";NA;"1.2 L Business Line";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4783";135600;"PLN";"Firmy";"Osobowe";"Kia";"XCeed";NA;2021;"6 km";"1 591 cm3";"Benzyna";"204 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Z³oty";NA;NA;NA;NA;NA;"Nowe";NA;"1.6 T-GDI XL DCT";NA;NA;NA;"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4784";74300;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2020;"5 km";"998 cm3";"Benzyna";"120 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";NA;NA;NA;NA;"Nowe";NA;"1.0 T-GDI M";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4785";42900;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"III (2017-)";2020;"6 km";"998 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;4;"Szary";"Tak";NA;NA;NA;NA;"Nowe";NA;"1.0 M";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4786";51690;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"III (2017-)";2020;"5 km";"998 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Czarny";NA;NA;NA;NA;NA;"Nowe";NA;"1.0 L";NA;NA;NA;"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4787";78790;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2020;"5 km";"1 353 cm3";"Benzyna";"140 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";NA;"Tak";NA;NA;NA;"Nowe";NA;"1.4 T-GDI M";NA;NA;NA;"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4788";38900;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2014;"186 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Bia³y";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI SW";"146 g/km";"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4789";35900;"PLN";"Firmy";"Osobowe";"Kia";"Rio";"III (2011-)";2015;"41 000 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Kompakt";4;5;"Szary";"Tak";NA;"Polska";"Tak";NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";"Tak";NA;NA;"17/12/2015";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4790";12999;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2010;"240 000 km";"1 582 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Szary";NA;NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 CRDi 115";"119 g/km";NA;"Tak";"Tak";NA;NA;"17/12/2010";"Tak";NA;"KWA23340";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4791";163000;"PLN";"Firmy";"Osobowe";"Kia";"Niro";NA;2020;"780 km";NA;"Elektryczny";"204 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Inny kolor";NA;NA;"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"e-Niro 64kWh L";NA;NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4792";71900;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2020;"10 995 km";"1 353 cm3";"Benzyna";"140 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";NA;"Polska";"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.4 T-GDI M";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4793";86990;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2020;"8 500 km";"1 353 cm3";"Benzyna";"140 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Br¹zowy";"Tak";"Tak";"Polska";"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.4 T-GDI M DCT";NA;NA;"Tak";"Tak";NA;NA;NA;"Tak";"Tak";NA;"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4794";71900;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2020;"10 900 km";"1 353 cm3";"Benzyna";"140 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";NA;"Polska";"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.4 T-GDI M";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4795";77900;"PLN";"Firmy";"Osobowe";"Kia";"Stonic";NA;2020;"1 950 km";"998 cm3";"Benzyna";"120 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czerwony";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.0 T-GDI MHEV L Business Line";NA;NA;"Tak";"Tak";NA;NA;NA;"Tak";NA;NA;"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4796";100790;"PLN";"Firmy";"Osobowe";"Kia";"Niro";NA;2020;"10 km";"1 580 cm3";"Hybryda";"105 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Niebieski";"Tak";"Tak";"Polska";NA;NA;"Nowe";"Wyœwietl VIN";"1.6 GDI Hybrid L Business Line";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4797";51620;"PLN";"Firmy";"Osobowe";"Kia";"Rio";"III (2011-)";2021;"5 km";"1 197 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4798";43900;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2016;"57 900 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Inny kolor";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.4 L Business Line";"138 g/km";"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4799";31900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2014;"153 848 km";"1 396 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";NA;"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 CVVT Attract Plus";"139 g/km";NA;NA;NA;NA;NA;"18/03/2014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
